houjin_num,houjin_name,address
8010401063959,株式会社ネットスプリング,東京都港区三田３丁目９番７号
8010401070559,株式会社テレビ朝日メディアプレックス,東京都港区西麻布１丁目２番９号
8010401077265,日本ビーム株式会社,東京都港区港南４丁目６－２－２９０１
8010401084443,ＮＲＩセキュアテクノロジーズ株式会社,東京都千代田区大手町１丁目７番２号
8010501021528,イ．ソフト株式会社,東京都台東区浅草橋５丁目２４番６号
8010501026080,ビット港国際株式会社,東京都台東区浅草橋１丁目３４番５号青柳ビル４Ｆ
8010701019594,楽天インサイト株式会社,東京都世田谷区玉川１丁目１４番１号
8010701025989,株式会社ナノオプト・メディア,東京都新宿区新宿１丁目１２番５号Ｕｎｉ－ｗｏｒｋｓ新宿御苑３階
8010702010346,ＴＲＵＳＴ　ＳＯＦＴ株式会社,東京都港区白金台５丁目２２－１１ソフトタウン白金５０１
8011001034037,株式会社ムラショウ,東京都渋谷区本町１丁目４８番３号
8011001034292,フリービット株式会社,東京都渋谷区円山町３番６号
8011001041784,株式会社ＣＡＭ,東京都渋谷区宇田川町４０番１号
8011001058779,アーチ株式会社,東京都渋谷区神宮前３丁目２３番８号
8011001059315,株式会社ウィル・シード,東京都渋谷区恵比寿１丁目３番１号朝日生命恵比寿ビル９階
8011005001090,特定非営利活動法人エティック,東京都渋谷区東１丁目１番３６号キタ・ビルデンス４０２
8011101029424,株式会社ウィルコミュニケーションズ,東京都新宿区北新宿１丁目４番１号
8011101038136,株式会社ブロードバンドセキュリティ,東京都新宿区西新宿８丁目５番１号
8011801025276,株式会社タイムアビエーション,東京都足立区千住宮元町３２番９号
8012301003111,株式会社エーエスイー,東京都町田市広袴４丁目２番１５号
8012301008804,株式会社エビスメディカル,東京都町田市つくし野４丁目１９番地８
8012702009194,有限会社メディカルトライシステム,東京都小平市小川東町４丁目５番１２号
8013201010775,株式会社ブイキューブ,東京都港区白金１丁目１７番３号
8013401002465,株式会社ＫＳＫテクノサポート,東京都稲城市百村１６２５番地２
8020001055208,インターテックジャパン株式会社,東京都港区虎ノ門４丁目３番１３号
8040001031108,ペガトロン・ジャパン株式会社,東京都江東区新砂２丁目２番１１号
8470002013623,株式会社想隆社,東京都新宿区西早稲田１丁目２２番３号
9010001067401,ＪＣＣ株式会社,東京都台東区浅草橋１丁目１２番３号
9010001067748,株式会社角川アスキー総合研究所,東京都文京区西片１丁目１７番８号
9010001070009,Ｂａｂｅｌ　Ｓｔｒｅｅｔ　Ｒｏｓｅｔｔｅ株式会社,東京都港区虎ノ門１丁目１７番１号虎ノ門ヒルズビジネスタワー１５Ｆ
9010001071477,三菱地所ホテルズ＆リゾーツ株式会社,東京都港区南青山１丁目１番１号
9010001076542,株式会社オープンストリーム,東京都新宿区西新宿２丁目７番１号
9010001081600,マーカーネット株式会社,東京都新宿区西新宿６丁目１１番３号
9010001093736,ネットナレッジ株式会社,東京都千代田区神田淡路町１丁目４番１号友泉淡路町ビル４階
9010001101317,フクダコーリン株式会社,東京都文京区本郷２丁目３５番２７号
9010001105037,メディアランド株式会社,東京都中央区日本橋蛎殻町１丁目１７番１１号カナメビル４階
9010001116777,株式会社ビジネス・リンクス,東京都千代田区内神田１丁目２番８号
9010001125431,株式会社ワイズワークスプロジェクト,東京都港区西新橋２丁目１１－１３ＣＩＲＣＬＥＳ新橋８階
9010005005027,特定非営利活動法人ＮＰＯサポートセンター,東京都港区芝４丁目７番１号
9010005005126,全国油脂事業協同組合連合会,東京都文京区湯島３丁目６番１号全国家電会館
9010005015851,特定非営利活動法人地域交流センター,東京都千代田区東神田１丁目７番１０号
9010401039891,株式会社いい生活,東京都港区南麻布５丁目２番３２号
9010401040981,株式会社ゴルフダイジェスト・オンライン,東京都品川区東五反田２丁目１０番２号
9010401041641,株式会社エネット,東京都港区芝公園２丁目６番３号
9010401042846,株式会社Ａ・ヒューマン,東京都港区南青山１丁目３番３号
9010401043233,エーアンドイーネットワークスジャパン合同会社,東京都港区西新橋２丁目３５番２号ハビウル西新橋１２階
9010401063693,ジャムネット株式会社,東京都港区芝大門２丁目１２番９号
9010501021782,株式会社ジースポート,東京都千代田区外神田２丁目２番１７号
9010601041615,株式会社エクシア,東京都中央区新川１丁目３番７号六甲第２ビル
9010602033909,有限会社メディカルラボ,東京都江東区東雲１丁目９番１４号
9010605002381,一般社団法人バイオ産業情報化コンソーシアム,東京都江東区青海２丁目４番３２号
9010802000774,有限会社アミスター,東京都大田区久が原１丁目５番７号－３０２
9010902014195,有限会社マスター,東京都世田谷区赤堤３丁目１２番２２号
9011001035190,株式会社メディカル・コンシェルジュ,東京都渋谷区恵比寿南１丁目５番５号
9011001037740,株式会社メディアビーコン,東京都渋谷区宇田川町３７番１３号
9011001042749,株式会社ロフトワーク,東京都渋谷区道玄坂１丁目２２番７号
9011001045660,株式会社ステックワイアード,東京都渋谷区渋谷２丁目１２番１３号
9011101029646,オー・エス・エス株式会社,東京都中央区東日本橋３丁目３番７号
9011101030975,日本ファシリティ・ソリューション株式会社,東京都品川区大崎１丁目６番４号
9011101053448,Ｍ－ＳＯＬＵＴＩＯＮＳ株式会社,東京都新宿区新宿６丁目２７番３０号
9011101059288,株式会社ハーフタイム,東京都新宿区四谷１丁目１８番６号四谷プラザビル６階
9011102018838,有限会社エフアンドエフインターナショナル,東京都新宿区市谷仲之町２番４４－２０５
9011301005604,株式会社ネモト・サイエンス,東京都杉並区上荻１丁目１５番１号
9011501013415,株式会社デジタルソリューション,東京都北区上中里２丁目９番１号
9012401013439,デリバリーサービス株式会社,東京都府中市若松町３丁目２８番地の７
9012801003782,株式会社ニュウイング,東京都立川市上砂町５丁目７５番４号３０３
9013401001540,株式会社ファイネックス,東京都多摩市桜ヶ丘１丁目１６番地の６
9020001037139,株式会社ユニバース,東京都港区西新橋１丁目２番９号日比谷セントラルビル１４階
