date	2016/1/21
[1361]	12.34297165
[1362]	12.25327202
[1363]	12.2235718
[1364]	12.303871
[1365]	12.2841696
[1366]	12.21446762
[1367]	12.41476504
[1368]	12.32506188
[1369]	12.25535813
[1370]	12.23565378
[1371]	12.29594885
[1372]	12.24624333
[1373]	12.26653722
[1374]	12.24683053
[1375]	12.26712324
[1376]	12.25741536
[1377]	12.20770689
[1378]	12.37799784
[1379]	12.31828819
[1380]	12.23857796
[1381]	12.33886713
[1382]	12.32915572
[1383]	12.24944372
[1384]	12.21973113
[1385]	12.29001794
[1386]	12.36030417
[1387]	12.31058981
[1388]	12.25087487
[1389]	12.30115933
[1390]	12.4014432
[1391]	12.40172649
[1392]	12.33200919
[1393]	12.32229129
[1394]	12.29257281
[1395]	12.28285375
[1396]	12.25313409
[1397]	12.26341384
[1398]	12.31369301
[1399]	12.34397159
[1400]	12.34424958
[1401]	12.36452699
[1402]	12.23480381
[1403]	12.28508004
[1404]	12.29535568
[1405]	12.30563074
[1406]	12.39590521
[1407]	12.38617909
[1408]	12.32645239
[1409]	12.2567251
[1410]	12.35699723
[1411]	12.35726877
[1412]	12.38753973
[1413]	12.2878101
[1414]	12.30807988
[1415]	12.26834908
[1416]	12.4486177
[1417]	12.38888573
[1418]	12.30915318
[1419]	12.27942005
[1420]	12.36968633
[1421]	12.30995203
[1422]	12.34021715
[1423]	12.36048169
[1424]	12.29074564
[1425]	12.22100901
[1426]	12.4012718
[1427]	12.37153401
[1428]	12.36179564
[1429]	12.39205668
[1430]	12.32231715
[1431]	12.25257704
[1432]	12.37283635
[1433]	12.30309508
[1434]	12.35335323
[1435]	12.2536108
[1436]	12.2838678
[1437]	12.35412421
[1438]	12.31438005
[1439]	12.29463532
[1440]	12.26489
[1441]	12.34514411
[1442]	12.28539765
[1443]	12.26565061
[1444]	12.35590299
[1445]	12.2361548
[1446]	12.29640604
[1447]	12.3366567
[1448]	12.41690679
[1449]	12.37715631
[1450]	12.26740525
[1451]	12.33765363
[1452]	12.37790143
[1453]	12.30814866
[1454]	12.33839532
[1455]	12.37864141
[1456]	12.30888693
[1457]	12.31913189
[1458]	12.25937627
[1459]	12.29962009
[1460]	12.22986333
[1461]	12.31010601
[1462]	12.31034813
[1463]	12.36058968
[1464]	12.30083066
[1465]	12.41107108
[1466]	12.33131093
[1467]	12.31155022
[1468]	12.27178895
[1469]	12.26202711
[1470]	12.29226471
[1471]	12.32250175
[1472]	12.35273823
[1473]	12.39297414
[1474]	12.3432095
[1475]	12.3834443
[1476]	12.34367853
[1477]	12.30391221
[1478]	12.29414533
[1479]	12.2143779
[1480]	12.24460991
[1481]	12.33484136
[1482]	12.36507225
[1483]	12.29530259
[1484]	12.26553238
[1485]	12.31576161
[1486]	12.30599029
[1487]	12.35621841
[1488]	12.34644599
[1489]	12.40667301
[1490]	12.34689948
[1491]	12.3371254
[1492]	12.24735077
[1493]	12.3575756
[1494]	12.23779987
[1495]	12.2480236
[1496]	12.42824678
[1497]	12.33846941
[1498]	12.4086915
[1499]	12.35891304
[1500]	12.36913404
[1501]	12.4293545
[1502]	12.40957441
[1503]	12.36979378
[1504]	12.2000126
[1505]	12.30023089
[1506]	12.34044863
[1507]	12.35066584
[1508]	12.33088251
[1509]	12.36109863
[1510]	12.42131422
[1511]	12.35152928
[1512]	12.43174379
[1513]	12.37195777
[1514]	12.38217122
[1515]	12.42238413
[1516]	12.40259651
[1517]	12.38280836
[1518]	12.37301967
[1519]	12.38323045
[1520]	12.3234407
[1521]	12.27365042
[1522]	12.26385962
[1523]	12.32406828
[1524]	12.45427642
[1525]	12.42448402
[1526]	12.38469111
[1527]	12.32489766
[1528]	12.35510369
[1529]	12.3053092
[1530]	12.41551419
[1531]	12.34571865
[1532]	12.35592259
[1533]	12.32612601
[1534]	12.2363289
[1535]	12.28653128
[1536]	12.27673314
[1537]	12.36693448
[1538]	12.38713531
[1539]	12.38733561
[1540]	12.41753541
[1541]	12.25773468
[1542]	12.32793344
[1543]	12.37813169
[1544]	12.34832943
[1545]	12.29852665
[1546]	12.36872337
[1547]	12.29891957
[1548]	12.24911526
[1549]	12.47931044
[1550]	12.28950512
[1551]	12.39969929
[1552]	12.32989295
[1553]	12.31008611
[1554]	12.25027876
[1555]	12.38047091
[1556]	12.45066255
[1557]	12.4108537
[1558]	12.31104434
[1559]	12.30123448
[1560]	12.32142412
[1561]	12.42161326
[1562]	12.3718019
[1563]	12.37199004
[1564]	12.34217769
[1565]	12.32236484
[1566]	12.3625515
[1567]	12.35273766
[1568]	12.36292333
[1569]	12.34310851
[1570]	12.30329319
[1571]	12.49347739
[1572]	12.37366109
[1573]	12.31384431
[1574]	12.26402703
[1575]	12.37420927
[1576]	12.40439102
[1577]	12.22457229
[1578]	12.29475307
[1579]	12.48493337
[1580]	12.40511318
[1581]	12.41529251
[1582]	12.34547136
[1583]	12.28564973
[1584]	12.33582761
[1585]	12.26600502
[1586]	12.29618195
[1587]	12.4163584
[1588]	12.47653438
[1589]	12.40670988
[1590]	12.31688491
[1591]	12.39705946
[1592]	12.33723354
[1593]	12.42740714
[1594]	12.37758028
[1595]	12.28775294
[1596]	12.33792513
[1597]	12.34809686
[1598]	12.35826812
[1599]	12.43843891
[1600]	12.35860923
[1601]	12.33877909
[1602]	12.42894848
[1603]	12.38911741
[1604]	12.35928588
[1605]	12.21945388
[1606]	12.32962143
[1607]	12.40978851
[1608]	12.44995514
[1609]	12.4101213
[1610]	12.39028701
[1611]	12.38045226
[1612]	12.33061706
[1613]	12.3607814
[1614]	12.32094529
[1615]	12.43110872
[1616]	12.3112717
[1617]	12.30143423
[1618]	12.36159631
[1619]	12.39175794
[1620]	12.41191912
[1621]	12.37207986
[1622]	12.39224014
[1623]	12.33239998
[1624]	12.30255938
[1625]	12.40271833
[1626]	12.38287684
[1627]	12.3430349
[1628]	12.36319252
[1629]	12.36334971
[1630]	12.42350645
[1631]	12.37366275
[1632]	12.37381862
[1633]	12.49397404
[1634]	12.40412903
[1635]	12.27428359
[1636]	12.29443771
[1637]	12.2645914
[1638]	12.36474465
[1639]	12.34489748
[1640]	12.33504987
[1641]	12.40520183
[1642]	12.42535336
[1643]	12.33550447
[1644]	12.29565514
[1645]	12.33580539
[1646]	12.27595522
[1647]	12.45610462
[1648]	12.35625359
[1649]	12.37640215
[1650]	12.42655028
[1651]	12.34669799
[1652]	12.39684528
[1653]	12.27699215
[1654]	12.3671386
[1655]	12.38728463
[1656]	12.33743025
[1657]	12.39757545
[1658]	12.30772024
[1659]	12.28786461
[1660]	12.32800857
[1661]	12.28815211
[1662]	12.29829525
[1663]	12.37843797
[1664]	12.28858029
[1665]	12.2787222
[1666]	12.35886369
[1667]	12.37900479
[1668]	12.47914547
[1669]	12.43928575
[1670]	12.30942563
[1671]	12.4095651
[1672]	12.37970417
[1673]	12.43984284
[1674]	12.39998111
[1675]	12.45011898
[1676]	12.32025645
[1677]	12.30039352
[1678]	12.2705302
[1679]	12.42066647
[1680]	12.35080236
[1681]	12.36093785
[1682]	12.45107294
[1683]	12.46120764
[1684]	12.35134195
[1685]	12.39147587
[1686]	12.3416094
[1687]	12.43174254
[1688]	12.4118753
[1689]	12.29200766
[1690]	12.37213964
[1691]	12.30227123
[1692]	12.43240244
[1693]	12.42253327
[1694]	12.41266371
[1695]	12.38279377
[1696]	12.39292345
[1697]	12.31305274
[1698]	12.46318166
[1699]	12.2633102
[1700]	12.34343837
[1701]	12.33356615
[1702]	12.40369356
[1703]	12.3738206
[1704]	12.33394726
[1705]	12.25407354
[1706]	12.26419946
[1707]	12.224325
[1708]	12.20445018
[1709]	12.20457498
[1710]	12.21469942
[1711]	12.22482348
[1712]	12.21494718
[1713]	12.27507052
[1714]	12.26519348
[1715]	12.24531609
